,Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Zona,Precio_m2
4745,Apartamento,Apartamento en venta en Fontibón,3,2,55,Fontibón,Fontibón,$ 260.000.000,$,260000000,260.0,Zona Occidental,3.723021313477524
4746,Apartamento,Apartamento en venta en Fontibón,3,2,75,Fontibón,Fontibón,$ 350.000.000,$,350000000,350.0,Zona Occidental,3.723021313477524
4747,Apartamento,Apartamento en venta en Fontibón,3,2,65,Fontibón,Fontibón,$ 292.000.000,$,292000000,292.0,Zona Occidental,3.723021313477524
4748,Casa,Casa en venta en Fontibón,7,3,30,Fontibón,Fontibón,$ 550.000.000,$,550000000,550.0,Zona Occidental,3.723021313477524
4749,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 155.000.000,$,155000000,155.0,Zona Occidental,3.723021313477524
4750,Lote,Lote en venta en Fontibón,4,1,90,Fontibón,Fontibón,$ 420.000.000,$,420000000,420.0,Zona Occidental,3.723021313477524
4751,Apartamento,Apartamento en venta en Fontibón,3,2,83,Fontibón,Fontibón,$ 390.000.000,$,390000000,390.0,Zona Occidental,3.723021313477524
4752,Casa,Casa en venta en Fontibón,3,2,98,Fontibón,Fontibón,$ 410.000.000,$,410000000,410.0,Zona Occidental,3.723021313477524
4753,Apartamento,Apartamento en venta en Fontibón,3,2,83,Fontibón,Fontibón,$ 390.000.000,$,390000000,390.0,Zona Occidental,3.723021313477524
4754,Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,Zona Occidental,3.723021313477524
4755,Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,Zona Occidental,3.723021313477524
4756,Apartamento,Apartamento en venta en Fontibón,3,2,65,Fontibón,Fontibón,$ 296.000.000,$,296000000,296.0,Zona Occidental,3.723021313477524
4757,Apartamento,Apartamento en venta en Fontibón,3,2,75,Fontibón,Fontibón,$ 327.000.000,$,327000000,327.0,Zona Occidental,3.723021313477524
4758,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 214.830.000,$,214830000,214.83,Zona Occidental,3.723021313477524
4759,Apartamento,Apartamento en venta en Fontibón,3,2,75,Fontibón,Fontibón,$ 350.000.000,$,350000000,350.0,Zona Occidental,3.723021313477524
4761,Apartamento,Apartamento en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 266.000.000,$,266000000,266.0,Zona Occidental,3.723021313477524
4762,Apartamento,Apartamento en venta en Fontibón,3,2,57,Fontibón,Fontibón,$ 275.000.000,$,275000000,275.0,Zona Occidental,3.723021313477524
4763,Apartamento,Apartamento en venta en Fontibón,3,2,57,Fontibón,Fontibón,$ 275.000.000,$,275000000,275.0,Zona Occidental,3.723021313477524
4764,Bodega,Bodega en venta en Fontibón,5,2,158,Fontibón,Fontibón,$ 450.000.000,$,450000000,450.0,Zona Occidental,3.723021313477524
4765,Apartamento,Apartamento en venta en Fontibón,3,2,69,Fontibón,Fontibón,$ 370.000.000,$,370000000,370.0,Zona Occidental,3.723021313477524
4766,Apartamento,Apartamento en venta en Fontibón,3,2,43,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4767,Apartamento,Apartamento en venta en Fontibón,3,3,84,Fontibón,Fontibón,$ 338.000.000,$,338000000,338.0,Zona Occidental,3.723021313477524
4768,Casa,Casa en venta en Fontibón,4,4,155,Fontibón,Fontibón,$ 770.000.000,$,770000000,770.0,Zona Occidental,3.723021313477524
4769,Casa,Casa en venta en Fontibón,3,1,78,Fontibón,Fontibón,$ 145.000.000,$,145000000,145.0,Zona Occidental,3.723021313477524
4770,Apartamento,Apartamento en venta en Fontibón,3,2,43,Fontibón,Fontibón,$ 162.000.000,$,162000000,162.0,Zona Occidental,3.723021313477524
4771,Apartamento,Apartamento en venta en Fontibón,3,1,56,Fontibón,Fontibón,$ 155.000.000,$,155000000,155.0,Zona Occidental,3.723021313477524
4772,Apartamento,Apartamento en venta en Fontibón,3,1,44,Fontibón,Fontibón,$ 140.000.000,$,140000000,140.0,Zona Occidental,3.723021313477524
4773,Apartamento,Apartamento en venta en Fontibón,3,2,43,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4774,Casa,Casa en venta en Fontibón,2,1,41,Fontibón,Fontibón,$ 150.000.000,$,150000000,150.0,Zona Occidental,3.723021313477524
4775,Apartamento,Apartamento en venta en Fontibón,3,4,160,Fontibón,Fontibón,$ 1.200.000.000,$,1200000000,1200.0,Zona Occidental,3.723021313477524
4776,Casa,Casa en venta en Fontibón,3,3,133,Fontibón,Fontibón,$ 710.000.000,$,710000000,710.0,Zona Occidental,3.723021313477524
4777,Casa,Casa en venta en Fontibón,5,3,133,Fontibón,Fontibón,$ 610.000.000,$,610000000,610.0,Zona Occidental,3.723021313477524
4778,Apartamento,Apartamento en venta en Fontibón,3,1,50,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4779,Apartamento,Apartamento en venta en Fontibón,2,1,43,Fontibón,Fontibón,$ 160.000.000,$,160000000,160.0,Zona Occidental,3.723021313477524
4780,Apartamento,Apartamento en venta en Fontibón,3,2,59,Fontibón,Fontibón,$ 230.000.000,$,230000000,230.0,Zona Occidental,3.723021313477524
4782,Casa,Casa en venta en Fontibón,7,7,138,Fontibón,Fontibón,$ 552.600.000,$,552600000,552.6,Zona Occidental,3.723021313477524
4783,Apartamento,Apartamento en venta en Fontibón,3,3,120,Fontibón,Fontibón,$ 600.000.000,$,600000000,600.0,Zona Occidental,3.723021313477524
4784,Apartamento,Apartamento en venta en Fontibón,2,2,53,Fontibón,Fontibón,$ 262.000.000,$,262000000,262.0,Zona Occidental,3.723021313477524
4785,Casa,Casa en venta en Fontibón,6,3,109,Fontibón,Fontibón,$ 800.000.000,$,800000000,800.0,Zona Occidental,3.723021313477524
4786,Apartamento,Apartamento en venta en Fontibón,2,2,52,Fontibón,Fontibón,$ 150.000.000,$,150000000,150.0,Zona Occidental,3.723021313477524
4788,Casa,Casa en venta en Fontibón,3,1,96,Fontibón,Fontibón,$ 130.000.000,$,130000000,130.0,Zona Occidental,3.723021313477524
4790,Casa,Casa en venta en Fontibón,3,1,96,Fontibón,Fontibón,$ 130.000.000,$,130000000,130.0,Zona Occidental,3.723021313477524
4792,Apartamento,Apartamento en venta en Fontibón,2,3,162,Fontibón,Fontibón,$ 950.000.000,$,950000000,950.0,Zona Occidental,3.723021313477524
4793,Casa,Casa en venta en Fontibón,3,2,59,Fontibón,Fontibón,$ 169.000.000,$,169000000,169.0,Zona Occidental,3.723021313477524
4794,Apartamento,Apartamento en venta en Fontibón,3,2,60,Fontibón,Fontibón,$ 272.000.000,$,272000000,272.0,Zona Occidental,3.723021313477524
4795,Apartamento,Apartamento en venta en Fontibón,2,2,48,Fontibón,Fontibón,$ 260.000.000,$,260000000,260.0,Zona Occidental,3.723021313477524
4796,Apartamento,Apartamento en venta en Fontibón,2,1,42,Fontibón,Fontibón,$ 171.000.000,$,171000000,171.0,Zona Occidental,3.723021313477524
4797,Apartamento,Apartamento en venta en Fontibón,2,2,61,Fontibón,Fontibón,$ 315.000.000,$,315000000,315.0,Zona Occidental,3.723021313477524
4798,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 171.000.000,$,171000000,171.0,Zona Occidental,3.723021313477524
4799,Apartamento,Apartamento en venta en Fontibón,3,1,46,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,Zona Occidental,3.723021313477524
4800,Apartamento,Apartamento en venta en Fontibón,3,2,43,Fontibón,Fontibón,$ 175.000.000,$,175000000,175.0,Zona Occidental,3.723021313477524
4801,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 173.000.000,$,173000000,173.0,Zona Occidental,3.723021313477524
4802,Apartamento,Apartamento en venta en Fontibón,2,1,47,Fontibón,Fontibón,$ 155.000.000,$,155000000,155.0,Zona Occidental,3.723021313477524
4803,Apartamento,Apartamento en venta en Fontibón,2,1,56,Fontibón,Fontibón,$ 217.000.000,$,217000000,217.0,Zona Occidental,3.723021313477524
4804,Apartamento,Apartamento en venta en Fontibón,3,2,55,Fontibón,Fontibón,$ 173.500.000,$,173500000,173.5,Zona Occidental,3.723021313477524
4805,Apartamento,Apartamento en venta en Fontibón,3,1,51,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,Zona Occidental,3.723021313477524
4806,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 173.000.000,$,173000000,173.0,Zona Occidental,3.723021313477524
4807,Apartamento,Apartamento en venta en Fontibón,3,2,55,Fontibón,Fontibón,$ 173.500.000,$,173500000,173.5,Zona Occidental,3.723021313477524
4808,Apartamento,Apartamento en venta en Fontibón,2,2,48,Fontibón,Fontibón,$ 260.000.000,$,260000000,260.0,Zona Occidental,3.723021313477524
4809,Casa,Casa en venta en Fontibón,3,2,56,Fontibón,Fontibón,$ 240.000.000,$,240000000,240.0,Zona Occidental,3.723021313477524
4810,Apartamento,Apartamento en venta en Fontibón,2,2,48,Fontibón,Fontibón,$ 260.000.000,$,260000000,260.0,Zona Occidental,3.723021313477524
4811,Casa,Casa en venta en Fontibón,3,2,56,Fontibón,Fontibón,$ 240.000.000,$,240000000,240.0,Zona Occidental,3.723021313477524
4812,Apartamento,Apartamento en venta en Fontibón,2,2,54,Fontibón,Fontibón,$ 187.000.000,$,187000000,187.0,Zona Occidental,3.723021313477524
4813,Bodega,Bodega en venta en Fontibón,5,2,158,Fontibón,Fontibón,$ 450.000.000,$,450000000,450.0,Zona Occidental,3.723021313477524
4814,Apartamento,Apartamento en venta en Fontibón,3,2,69,Fontibón,Fontibón,$ 370.000.000,$,370000000,370.0,Zona Occidental,3.723021313477524
4815,Apartamento,Apartamento en venta en Fontibón,3,3,116,Fontibón,Fontibón,$ 700.000.000,$,700000000,700.0,Zona Occidental,3.723021313477524
4816,Casa,Casa en venta en Fontibón,4,4,155,Fontibón,Fontibón,$ 770.000.000,$,770000000,770.0,Zona Occidental,3.723021313477524
4818,Apartamento,Apartamento en venta en Fontibón,3,2,43,Fontibón,Fontibón,$ 162.000.000,$,162000000,162.0,Zona Occidental,3.723021313477524
4819,Apartamento,Apartamento en venta en Fontibón,3,1,56,Fontibón,Fontibón,$ 155.000.000,$,155000000,155.0,Zona Occidental,3.723021313477524
4820,Apartamento,Apartamento en venta en Fontibón,3,1,44,Fontibón,Fontibón,$ 140.000.000,$,140000000,140.0,Zona Occidental,3.723021313477524
4821,Apartamento,Apartamento en venta en Fontibón,3,2,43,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4822,Apartamento,Apartamento en venta en Fontibón,1,2,44,Fontibón,Fontibón,$ 260.000.000,$,260000000,260.0,Zona Occidental,3.723021313477524
4823,Apartamento,Apartamento en venta en Fontibón,3,4,160,Fontibón,Fontibón,$ 1.200.000.000,$,1200000000,1200.0,Zona Occidental,3.723021313477524
4824,Casa,Casa en venta en Fontibón,3,3,133,Fontibón,Fontibón,$ 710.000.000,$,710000000,710.0,Zona Occidental,3.723021313477524
4825,Casa,Casa en venta en Fontibón,5,3,133,Fontibón,Fontibón,$ 610.000.000,$,610000000,610.0,Zona Occidental,3.723021313477524
4826,Apartamento,Apartamento en venta en Fontibón,3,1,50,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4827,Apartamento,Apartamento en venta en Fontibón,1,2,50,Fontibón,Fontibón,$ 380.000.000,$,380000000,380.0,Zona Occidental,3.723021313477524
4829,Casa,Casa en venta en Fontibón,4,4,153,Fontibón,Fontibón,$ 612.000.000,$,612000000,612.0,Zona Occidental,3.723021313477524
4830,Apartamento,Apartamento en venta en Fontibón,3,1,53,Fontibón,Fontibón,$ 168.000.000,$,168000000,168.0,Zona Occidental,3.723021313477524
4831,Apartamento,Apartamento en venta en Fontibón,2,2,73,Fontibón,Fontibón,$ 260.000.000,$,260000000,260.0,Zona Occidental,3.723021313477524
4832,Apartamento,Apartamento en venta en Fontibón,3,4,184,Fontibón,Fontibón,$ 920.000.000,$,920000000,920.0,Zona Occidental,3.723021313477524
4833,Apartamento,Apartamento en venta en Fontibón,3,1,53,Fontibón,Fontibón,$ 168.000.000,$,168000000,168.0,Zona Occidental,3.723021313477524
4834,Apartamento,Apartamento en venta en Fontibón,2,1,72,Fontibón,Fontibón,$ 290.000.000,$,290000000,290.0,Zona Occidental,3.723021313477524
4835,Apartamento,Apartamento en venta en Fontibón,3,2,59,Fontibón,Fontibón,$ 205.000.000,$,205000000,205.0,Zona Occidental,3.723021313477524
4836,Apartamento,Apartamento en venta en Fontibón,1,2,65,Fontibón,Fontibón,$ 550.000.000,$,550000000,550.0,Zona Occidental,3.723021313477524
4837,Casa,Casa en venta en Fontibón,3,3,65,Fontibón,Fontibón,$ 315.000.000,$,315000000,315.0,Zona Occidental,3.723021313477524
4838,Apartamento,Apartamento en venta en Fontibón,2,2,61,Fontibón,Fontibón,$ 315.000.000,$,315000000,315.0,Zona Occidental,3.723021313477524
4839,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 171.000.000,$,171000000,171.0,Zona Occidental,3.723021313477524
4840,Apartamento,Apartamento en venta en Fontibón,2,1,47,Fontibón,Fontibón,$ 155.000.000,$,155000000,155.0,Zona Occidental,3.723021313477524
4841,Apartamento,Apartamento en venta en Fontibón,2,1,56,Fontibón,Fontibón,$ 217.000.000,$,217000000,217.0,Zona Occidental,3.723021313477524
4842,Apartamento,Apartamento en venta en Fontibón,3,2,62,Fontibón,Fontibón,$ 337.110.000,$,337110000,337.11,Zona Occidental,3.723021313477524
4843,Apartamento,Apartamento en venta en Fontibón,3,1,46,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,Zona Occidental,3.723021313477524
4844,Apartamento,Apartamento en venta en Fontibón,3,2,62,Fontibón,Fontibón,$ 337.110.000,$,337110000,337.11,Zona Occidental,3.723021313477524
4845,Apartamento,Apartamento en venta en Fontibón,3,2,55,Fontibón,Fontibón,$ 173.500.000,$,173500000,173.5,Zona Occidental,3.723021313477524
4846,Apartamento,Apartamento en venta en Fontibón,1,2,65,Fontibón,Fontibón,$ 550.000.000,$,550000000,550.0,Zona Occidental,3.723021313477524
4848,Apartamento,Apartamento en venta en Fontibón,3,2,47,Fontibón,Fontibón,$ 173.000.000,$,173000000,173.0,Zona Occidental,3.723021313477524
4849,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 173.000.000,$,173000000,173.0,Zona Occidental,3.723021313477524
4850,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 167.000.000,$,167000000,167.0,Zona Occidental,3.723021313477524
4851,Apartamento,Apartamento en venta en Fontibón,3,2,43,Fontibón,Fontibón,$ 175.000.000,$,175000000,175.0,Zona Occidental,3.723021313477524
4852,Apartamento,Apartamento en venta en Fontibón,3,2,43,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4853,Apartamento,Apartamento en venta en Fontibón,3,1,51,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,Zona Occidental,3.723021313477524
4854,Apartamento,Apartamento en venta en Fontibón,3,1,51,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,Zona Occidental,3.723021313477524
4855,Apartamento,Apartamento en venta en Fontibón,3,1,51,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,Zona Occidental,3.723021313477524
4856,Apartamento,Apartamento en venta en Fontibón,3,1,51,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,Zona Occidental,3.723021313477524
4857,Apartamento,Apartamento en venta en Fontibón,3,2,92,Fontibón,Fontibón,$ 449.000.000,$,449000000,449.0,Zona Occidental,3.723021313477524
4858,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 175.000.000,$,175000000,175.0,Zona Occidental,3.723021313477524
4859,Apartamento,Apartamento en venta en Fontibón,3,2,84,Fontibón,Fontibón,$ 365.000.000,$,365000000,365.0,Zona Occidental,3.723021313477524
4860,Apartamento,Apartamento en venta en Fontibón,2,1,47,Fontibón,Fontibón,$ 137.000.000,$,137000000,137.0,Zona Occidental,3.723021313477524
4861,Casa,Casa en venta en Fontibón,4,4,167,Fontibón,Fontibón,$ 660.000.000,$,660000000,660.0,Zona Occidental,3.723021313477524
4862,Casa,Casa en venta en Fontibón,3,1,48,Fontibón,Fontibón,$ 165.000.000,$,165000000,165.0,Zona Occidental,3.723021313477524
4863,Apartamento,Apartamento en venta en Fontibón,3,2,65,Fontibón,Fontibón,$ 370.000.000,$,370000000,370.0,Zona Occidental,3.723021313477524
4864,Casa,Casa en venta en Fontibón,5,4,165,Fontibón,Fontibón,$ 790.000.000,$,790000000,790.0,Zona Occidental,3.723021313477524
4865,Apartamento,Apartamento en venta en Fontibón,3,2,46,Fontibón,Fontibón,$ 370.000.000,$,370000000,370.0,Zona Occidental,3.723021313477524
4866,Casa,Casa en venta en Fontibón,4,4,167,Fontibón,Fontibón,$ 660.000.000,$,660000000,660.0,Zona Occidental,3.723021313477524
4867,Apartamento,Apartamento en venta en Fontibón,2,1,52,Fontibón,Fontibón,$ 150.000.000,$,150000000,150.0,Zona Occidental,3.723021313477524
4868,Apartamento,Apartamento en venta en Fontibón,2,1,52,Fontibón,Fontibón,$ 150.000.000,$,150000000,150.0,Zona Occidental,3.723021313477524
4869,Casa,Casa en venta en Fontibón,3,1,48,Fontibón,Fontibón,$ 165.000.000,$,165000000,165.0,Zona Occidental,3.723021313477524
4870,Casa,Casa en venta en Fontibón,4,3,139,Fontibón,Fontibón,$ 500.000.000,$,500000000,500.0,Zona Occidental,3.723021313477524
4871,Apartamento,Apartamento en venta en Fontibón,3,2,83,Fontibón,Fontibón,$ 535.000.000,$,535000000,535.0,Zona Occidental,3.723021313477524
4872,Apartamento,Apartamento en venta en Fontibón,3,2,52,Fontibón,Fontibón,$ 215.000.000,$,215000000,215.0,Zona Occidental,3.723021313477524
4873,Casa,Casa en venta en Fontibón,3,3,119,Fontibón,Fontibón,$ 370.000.000,$,370000000,370.0,Zona Occidental,3.723021313477524
4874,Apartamento,Apartamento en venta en Fontibón,3,2,83,Fontibón,Fontibón,$ 535.000.000,$,535000000,535.0,Zona Occidental,3.723021313477524
4875,Apartamento,Apartamento en venta en Fontibón,3,2,52,Fontibón,Fontibón,$ 215.000.000,$,215000000,215.0,Zona Occidental,3.723021313477524
4876,Apartamento,Apartamento en venta en Fontibón,3,2,58,Fontibón,Fontibón,$ 270.000.000,$,270000000,270.0,Zona Occidental,3.723021313477524
4877,Apartamento,Apartamento en venta en Fontibón,3,2,109,Fontibón,Fontibón,$ 490.000.000,$,490000000,490.0,Zona Occidental,3.723021313477524
4878,Apartamento,Apartamento en venta en Fontibón,2,1,52,Fontibón,Fontibón,$ 150.000.000,$,150000000,150.0,Zona Occidental,3.723021313477524
4879,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 171.000.000,$,171000000,171.0,Zona Occidental,3.723021313477524
4880,Apartamento,Apartamento en venta en Fontibón,3,2,52,Fontibón,Fontibón,$ 266.000.000,$,266000000,266.0,Zona Occidental,3.723021313477524
4881,Apartamento,Apartamento en venta en Fontibón,3,2,75,Fontibón,Fontibón,$ 327.000.000,$,327000000,327.0,Zona Occidental,3.723021313477524
4882,Apartamento,Apartamento en venta en Fontibón,3,1,53,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4883,Apartamento,Apartamento en venta en Fontibón,3,2,75,Fontibón,Fontibón,$ 327.000.000,$,327000000,327.0,Zona Occidental,3.723021313477524
4884,Apartamento,Apartamento en venta en Fontibón,2,1,42,Fontibón,Fontibón,$ 171.000.000,$,171000000,171.0,Zona Occidental,3.723021313477524
4885,Apartamento,Apartamento en venta en Fontibón,3,2,49,Fontibón,Fontibón,$ 175.000.000,$,175000000,175.0,Zona Occidental,3.723021313477524
4886,Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 171.000.000,$,171000000,171.0,Zona Occidental,3.723021313477524
4887,Casa,Casa en venta en Fontibón,2,1,118,Fontibón,Fontibón,$ 130.000.000,$,130000000,130.0,Zona Occidental,3.723021313477524
4888,Casa,Casa en venta en Fontibón,2,1,118,Fontibón,Fontibón,$ 130.000.000,$,130000000,130.0,Zona Occidental,3.723021313477524
4890,Casa,Casa en venta en Fontibón,3,2,70,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,Zona Occidental,3.723021313477524
4891,Apartamento,Apartamento en venta en Fontibón,3,2,53,Fontibón,Fontibón,$ 160.000.000,$,160000000,160.0,Zona Occidental,3.723021313477524
4892,Apartamento,Apartamento en venta en Fontibón,3,2,53,Fontibón,Fontibón,$ 160.000.000,$,160000000,160.0,Zona Occidental,3.723021313477524
4893,Casa,Casa en venta en Fontibón,3,2,70,Fontibón,Fontibón,$ 180.000.000,$,180000000,180.0,Zona Occidental,3.723021313477524
4894,Apartamento,Apartamento en venta en Fontibón,3,1,50,Fontibón,Fontibón,$ 150.000.000,$,150000000,150.0,Zona Occidental,3.723021313477524
4895,Casa,Casa en venta en Fontibón,4,4,167,Fontibón,Fontibón,$ 660.000.000,$,660000000,660.0,Zona Occidental,3.723021313477524
4896,Apartamento,Apartamento en venta en Fontibón,3,2,55,Fontibón,Fontibón,$ 160.000.000,$,160000000,160.0,Zona Occidental,3.723021313477524
4897,Apartamento,Apartamento en venta en Fontibón,2,1,49,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4900,Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 290.000.000,$,290000000,290.0,Zona Occidental,3.723021313477524
4901,Apartamento,Apartamento en venta en Fontibón,3,2,55,Fontibón,Fontibón,$ 160.000.000,$,160000000,160.0,Zona Occidental,3.723021313477524
4902,Apartamento,Apartamento en venta en Fontibón,2,1,49,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4903,Casa,Casa en venta en Fontibón,4,4,167,Fontibón,Fontibón,$ 660.000.000,$,660000000,660.0,Zona Occidental,3.723021313477524
4904,Apartamento,Apartamento en venta en Fontibón,3,2,45,Fontibón,Fontibón,$ 286.500.000,$,286500000,286.5,Zona Occidental,3.723021313477524
4905,Casa,Casa en venta en Fontibón,3,3,165,Fontibón,Fontibón,$ 700.000.000,$,700000000,700.0,Zona Occidental,3.723021313477524
4906,Casa,Casa en venta en Fontibón,3,3,165,Fontibón,Fontibón,$ 700.000.000,$,700000000,700.0,Zona Occidental,3.723021313477524
4907,Apartamento,Apartamento en venta en Fontibón,2,1,45,Fontibón,Fontibón,$ 250.000.000,$,250000000,250.0,Zona Occidental,3.723021313477524
4908,Casa,Casa en venta en Fontibón,4,2,120,Fontibón,Fontibón,$ 320.000.000,$,320000000,320.0,Zona Occidental,3.723021313477524
4909,Apartamento,Apartamento en venta en Fontibón,2,1,49,Fontibón,Fontibón,$ 155.000.000,$,155000000,155.0,Zona Occidental,3.723021313477524
4910,Apartamento,Apartamento en venta en Fontibón,3,2,54,Fontibón,Fontibón,$ 200.000.000,$,200000000,200.0,Zona Occidental,3.723021313477524
4911,Apartamento,Apartamento en venta en Fontibón,2,1,53,Fontibón,Fontibón,$ 155.000.000,$,155000000,155.0,Zona Occidental,3.723021313477524
4912,Apartamento,Apartamento en venta en Fontibón,3,2,57,Fontibón,Fontibón,$ 170.000.000,$,170000000,170.0,Zona Occidental,3.723021313477524
4913,Apartamento,Apartamento en venta en Fontibón,3,2,69,Fontibón,Fontibón,$ 290.000.000,$,290000000,290.0,Zona Occidental,3.723021313477524
4914,Apartamento,Apartamento en venta en Fontibón,2,1,48,Fontibón,Fontibón,$ 245.000.000,$,245000000,245.0,Zona Occidental,3.723021313477524
4915,Casa,Casa en venta en Fontibón,4,4,167,Fontibón,Fontibón,$ 660.000.000,$,660000000,660.0,Zona Occidental,3.723021313477524
4917,Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 240.000.000,$,240000000,240.0,Zona Occidental,3.723021313477524
4919,Casa,Casa en venta en Fontibón,6,4,182,Fontibón,Fontibón,$ 550.000.000,$,550000000,550.0,Zona Occidental,3.723021313477524
4920,Casa,Casa en venta en Fontibón,6,3,160,Fontibón,Fontibón,$ 590.000.000,$,590000000,590.0,Zona Occidental,3.723021313477524
4921,Apartamento,Apartamento en venta en Fontibón,3,2,91,Fontibón,Fontibón,$ 497.000.000,$,497000000,497.0,Zona Occidental,3.723021313477524
4922,Casa,Casa en venta en Fontibón,3,2,56,Fontibón,Fontibón,$ 240.000.000,$,240000000,240.0,Zona Occidental,3.723021313477524
4923,Apartamento,Apartamento en venta en Fontibón,3,2,91,Fontibón,Fontibón,$ 497.000.000,$,497000000,497.0,Zona Occidental,3.723021313477524
4924,Apartamento,Apartamento en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 266.000.000,$,266000000,266.0,Zona Occidental,3.723021313477524
4925,Apartamento,Apartamento en venta en Fontibón,2,1,42,Fontibón,Fontibón,$ 270.000.000,$,270000000,270.0,Zona Occidental,3.723021313477524
4926,Apartamento,Apartamento en venta en Fontibón,2,1,46,Fontibón,Fontibón,$ 158.000.000,$,158000000,158.0,Zona Occidental,3.723021313477524
4927,Apartamento,Apartamento en venta en Fontibón,3,2,70,Fontibón,Fontibón,$ 214.900.000,$,214900000,214.9,Zona Occidental,3.723021313477524
4928,Apartamento,Apartamento en venta en Fontibón,2,2,68,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,Zona Occidental,3.723021313477524
4929,Apartamento,Apartamento en venta en Fontibón,2,2,68,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,Zona Occidental,3.723021313477524
4930,Apartamento,Apartamento en venta en Fontibón,2,2,68,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,Zona Occidental,3.723021313477524
4931,Apartamento,Apartamento en venta en Fontibón,2,2,56,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,Zona Occidental,3.723021313477524
4932,Casa,Casa en venta en Fontibón,3,2,44,Fontibón,Fontibón,$ 138.000.000,$,138000000,138.0,Zona Occidental,3.723021313477524
4933,Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 210.000.000,$,210000000,210.0,Zona Occidental,3.723021313477524
4934,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4935,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4936,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4937,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4938,Apartamento,Apartamento en venta en Fontibón,2,2,56,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,Zona Occidental,3.723021313477524
4939,Apartamento,Apartamento en venta en Fontibón,3,2,70,Fontibón,Fontibón,$ 214.900.000,$,214900000,214.9,Zona Occidental,3.723021313477524
4940,Apartamento,Apartamento en venta en Fontibón,2,2,68,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,Zona Occidental,3.723021313477524
